Station Name,Date,Time,Air Temperature,Humidity,Interval Rain,Wind Direction,Maximum Wind Speed,Solar Radiation
Oak Street Weather Station,8/27/2023,5:00:00 AM,20.5,71,0,107,7,-3
Foster Weather Station,8/27/2023,4:00:00 AM,20,78,0,0,0,4
Oak Street Weather Station,8/27/2023,4:00:00 AM,20.5,81,0,103,6.1,-4
Foster Weather Station,8/27/2023,3:00:00 AM,20.5,76,0,0,0,7
Oak Street Weather Station,8/27/2023,3:00:00 AM,21.2,79,0,104,6.7,-3
Foster Weather Station,8/27/2023,2:00:00 AM,20.89,81,0,0,0,4
Oak Street Weather Station,8/27/2023,2:00:00 AM,21.6,86,0,86,6.1,-4
Foster Weather Station,8/27/2023,1:00:00 AM,20.28,81,0,0,0,6
Oak Street Weather Station,8/27/2023,1:00:00 AM,21,86,0,37,4.4,-4
Foster Weather Station,8/27/2023,12:00:00 PM,19.67,79,0,0,0,6
Oak Street Weather Station,8/27/2023,12:00:00 PM,20.4,83,0,31,6,-3
Foster Weather Station,8/26/2023,11:00:00 AM,20,77,0,0,0,6
Oak Street Weather Station,8/26/2023,11:00:00 AM,20.8,82,0,25,6.8,-4
Foster Weather Station,8/26/2023,10:00:00 AM,19.89,76,0,0,0,6
Oak Street Weather Station,8/26/2023,10:00:00 AM,20.6,81,0,27,7.7,-3
Foster Weather Station,8/26/2023,9:00:00 AM,19.89,75,0,0,0,5
Oak Street Weather Station,8/26/2023,9:00:00 AM,20.6,79,0,16,8.5,-3
Foster Weather Station,8/26/2023,8:00:00 AM,20.17,76,0,0,0,4
Oak Street Weather Station,8/26/2023,8:00:00 AM,20.9,80,0,18,9.2,-4
Foster Weather Station,8/26/2023,7:00:00 AM,20.5,77,0,0,0,22
Oak Street Weather Station,8/26/2023,7:00:00 AM,21.1,81,0,25,9.8,19
Foster Weather Station,8/26/2023,6:00:00 AM,20.89,74,0,0,0,288
Oak Street Weather Station,8/26/2023,6:00:00 AM,21.6,80,0,28,8.9,73
Foster Weather Station,8/26/2023,5:00:00 AM,21.17,72,0,0,0,373
Oak Street Weather Station,8/26/2023,5:00:00 AM,21.4,78,0,18,10.1,386
Foster Weather Station,8/26/2023,4:00:00 AM,20.89,73,0,0,0,700
Oak Street Weather Station,8/26/2023,4:00:00 AM,21.8,79,0,19,8.5,179
Foster Weather Station,8/26/2023,3:00:00 AM,21.06,72,0,0,0,514
Oak Street Weather Station,8/26/2023,3:00:00 AM,21.7,79,0,36,8.5,227
Foster Weather Station,8/26/2023,2:00:00 AM,21.28,74,0,0,0,961
Oak Street Weather Station,8/26/2023,2:00:00 AM,21.6,80,0,25,7.4,293
Foster Weather Station,8/26/2023,1:00:00 AM,21,76,0,0,0,408
Oak Street Weather Station,8/26/2023,1:00:00 AM,21.6,82,0,20,8.7,309
Foster Weather Station,8/26/2023,12:00:00 PM,21.39,77,0,0,0,809
Oak Street Weather Station,8/26/2023,12:00:00 PM,21.9,84,0,34,9.4,412
Foster Weather Station,8/26/2023,11:00:00 AM,21.78,79,0,0,0,287
Oak Street Weather Station,8/26/2023,11:00:00 AM,22.4,81,0,27,6.3,295
Foster Weather Station,8/26/2023,10:00:00 AM,21.67,78,0,0,0,64
Oak Street Weather Station,8/26/2023,10:00:00 AM,22.6,83,0,59,6.5,142
Foster Weather Station,8/26/2023,9:00:00 AM,21.78,79,0,0,0,59
Oak Street Weather Station,8/26/2023,9:00:00 AM,22.3,83,0,36,6.3,60
Foster Weather Station,8/26/2023,8:00:00 AM,21.89,81,0,0,0,67
Oak Street Weather Station,8/26/2023,8:00:00 AM,22.4,86,0,40,7.4,51
Foster Weather Station,8/26/2023,7:00:00 AM,21.89,84,0,0,0,10
Oak Street Weather Station,8/26/2023,7:00:00 AM,22.6,88,0,24,6.6,0
Foster Weather Station,8/26/2023,6:00:00 AM,21.67,84,0,0,0,7
Oak Street Weather Station,8/26/2023,6:00:00 AM,22.5,85,0,20,1.6,-2
Foster Weather Station,8/26/2023,5:00:00 AM,21.5,84,0,0,0,4
Oak Street Weather Station,8/26/2023,5:00:00 AM,22.9,84,0,294,1.5,-4
Foster Weather Station,8/26/2023,4:00:00 AM,21.28,87,0,0,0,6
Oak Street Weather Station,8/26/2023,4:00:00 AM,23,85,0,0,0.4,-4
Foster Weather Station,8/26/2023,3:00:00 AM,21.28,87,0,0,0,5
Oak Street Weather Station,8/26/2023,3:00:00 AM,22.7,83,0,98,1.5,-4
Foster Weather Station,8/26/2023,2:00:00 AM,21.28,86,0,0,0,4
Oak Street Weather Station,8/26/2023,2:00:00 AM,22.4,88,0,109,1.8,-4
Foster Weather Station,8/26/2023,1:00:00 AM,21.56,85,0,0,0,4
Oak Street Weather Station,8/26/2023,1:00:00 AM,22.3,88,0,116,2.7,-4
Foster Weather Station,8/26/2023,12:00:00 PM,21.67,83,0,0,0,5
Oak Street Weather Station,8/26/2023,12:00:00 PM,22.2,88,0,107,2.1,-4
Foster Weather Station,8/25/2023,11:00:00 AM,21.78,83,0,0,0,4
Oak Street Weather Station,8/25/2023,11:00:00 AM,22.4,86,0,114,3,-4
Foster Weather Station,8/25/2023,10:00:00 AM,21.67,82,0,0,0,4
Oak Street Weather Station,8/25/2023,10:00:00 AM,22.3,86,0,112,2.4,-4
Foster Weather Station,8/25/2023,9:00:00 AM,21.67,82,0,0,0,5
Oak Street Weather Station,8/25/2023,9:00:00 AM,22.2,85,0,108,2.8,-4
Foster Weather Station,8/25/2023,8:00:00 AM,21.67,81,0,0,0,5
Oak Street Weather Station,8/25/2023,8:00:00 AM,22.2,86,0,79,3,-4
Foster Weather Station,8/25/2023,7:00:00 AM,22.17,79,0,0,0,62
Oak Street Weather Station,8/25/2023,7:00:00 AM,22.4,85,0,43,3.1,11
Foster Weather Station,8/25/2023,6:00:00 AM,22.39,77,0,0,0,216
Oak Street Weather Station,8/25/2023,6:00:00 AM,22.4,83,0,38,2,23
Foster Weather Station,8/25/2023,5:00:00 AM,22.17,74,0,0,0,389
Oak Street Weather Station,8/25/2023,5:00:00 AM,22.7,80,0,83,1.7,120
Foster Weather Station,8/25/2023,4:00:00 AM,22.56,73,0.05,0,0,433
Oak Street Weather Station,8/25/2023,4:00:00 AM,22.4,83,0,111,3.5,307
Foster Weather Station,8/25/2023,3:00:00 AM,21.56,77,0,0,0,149
Oak Street Weather Station,8/25/2023,3:00:00 AM,22,83,0,93,2.7,229
Foster Weather Station,8/25/2023,2:00:00 AM,21.56,79,0,0,0,180
Oak Street Weather Station,8/25/2023,2:00:00 AM,22.1,84,0,86,3.6,145
Foster Weather Station,8/25/2023,1:00:00 AM,21.89,76,0,0,0,500
Oak Street Weather Station,8/25/2023,1:00:00 AM,22.3,83,0,61,4.2,338
Foster Weather Station,8/25/2023,12:00:00 PM,21.78,78,0,0,0,274
Oak Street Weather Station,8/25/2023,12:00:00 PM,22.4,84,0,22,4.9,186
Foster Weather Station,8/25/2023,11:00:00 AM,21.67,79,0,0,0,219
Oak Street Weather Station,8/25/2023,11:00:00 AM,22.1,83,0,9,5.1,170
Foster Weather Station,8/25/2023,10:00:00 AM,21.67,81,0,0,0,142
Oak Street Weather Station,8/25/2023,10:00:00 AM,21.9,87,0,32,5.1,84
Foster Weather Station,8/25/2023,9:00:00 AM,21.39,81,0,0,0,151
Oak Street Weather Station,8/25/2023,9:00:00 AM,21.5,87,0,35,3.2,76
Foster Weather Station,8/25/2023,8:00:00 AM,21.17,82,0,0,0,46
Oak Street Weather Station,8/25/2023,8:00:00 AM,21.8,88,0,15,4.2,18
Foster Weather Station,8/25/2023,7:00:00 AM,21.17,83,0,0,0,44
Oak Street Weather Station,8/25/2023,7:00:00 AM,21.8,88,0,28,6.5,36
Foster Weather Station,8/25/2023,6:00:00 AM,21.17,83,0,0,0,5
Oak Street Weather Station,8/25/2023,6:00:00 AM,21.8,88,0,12,4.8,-4
Foster Weather Station,8/25/2023,5:00:00 AM,21.5,83,0,0,0,4
Oak Street Weather Station,8/25/2023,5:00:00 AM,22.1,88,0,17,5.6,-5
Foster Weather Station,8/25/2023,4:00:00 AM,21.67,84,0,0,0,4
Oak Street Weather Station,8/25/2023,4:00:00 AM,22.4,89,0,19,5.3,-4
Foster Weather Station,8/25/2023,3:00:00 AM,22,83,0,0,0,5
Oak Street Weather Station,8/25/2023,3:00:00 AM,22.9,89,0,27,4.1,-5
Oak Street Weather Station,8/25/2023,2:00:00 AM,22.9,89,0,9,3.7,-5
Foster Weather Station,8/25/2023,1:00:00 AM,22.39,83,0,0,0,6
Oak Street Weather Station,8/25/2023,1:00:00 AM,23.1,89,0,32,3.5,-5
Foster Weather Station,8/25/2023,12:00:00 PM,22.56,85,0,0,0,4
Oak Street Weather Station,8/25/2023,12:00:00 PM,23.3,90,0,55,5.6,-5
Foster Weather Station,8/24/2023,11:00:00 AM,23.06,84,0,0,0,6
Oak Street Weather Station,8/24/2023,11:00:00 AM,23.9,90,0,53,5.7,-5
Foster Weather Station,8/24/2023,10:00:00 AM,23.78,84,0,0,0,5
Oak Street Weather Station,8/24/2023,10:00:00 AM,24.5,86,0,25,4.3,-5
Foster Weather Station,8/24/2023,9:00:00 AM,30.5,62,0,0,0,6
Oak Street Weather Station,8/24/2023,9:00:00 AM,28.6,73,0,89,1.4,-6
Oak Street Weather Station,8/24/2023,8:00:00 AM,26.5,81,0,49,2.5,-6
Foster Weather Station,8/24/2023,7:00:00 AM,34.56,55,0,0,0,63
Oak Street Weather Station,8/24/2023,7:00:00 AM,35.3,57,0,1,2.9,33
Foster Weather Station,8/24/2023,6:00:00 AM,35.67,49,0,0,0,222
Oak Street Weather Station,8/24/2023,6:00:00 AM,36.2,54,0,302,4.1,43
Foster Weather Station,8/24/2023,5:00:00 AM,36.17,46,0,0,0,370
Oak Street Weather Station,8/24/2023,5:00:00 AM,37.1,50,0,277,4.4,242
Foster Weather Station,8/24/2023,4:00:00 AM,37.28,40,0,0,0,520
Oak Street Weather Station,8/24/2023,4:00:00 AM,37.5,50,0,84,2.8,447
Foster Weather Station,8/24/2023,3:00:00 AM,37.28,45,0,0,0,638
Oak Street Weather Station,8/24/2023,3:00:00 AM,37.6,49,0,313,3.6,574
Foster Weather Station,8/24/2023,2:00:00 AM,36.28,48,0,0,0,716
Oak Street Weather Station,8/24/2023,2:00:00 AM,37.4,49,0,0,5,639
Foster Weather Station,8/24/2023,1:00:00 AM,35.28,51,0,0,0,731
Oak Street Weather Station,8/24/2023,1:00:00 AM,35.9,54,0,38,3.6,679
Foster Weather Station,8/24/2023,12:00:00 PM,34.56,52,0,0,0,702
Oak Street Weather Station,8/24/2023,12:00:00 PM,34.7,57,0,92,1.9,647
Foster Weather Station,8/24/2023,11:00:00 AM,34,52,0,0,0,622
Oak Street Weather Station,8/24/2023,11:00:00 AM,34.6,58,0,262,2.4,589
Foster Weather Station,8/24/2023,10:00:00 AM,32,60,0,0,0,503
Oak Street Weather Station,8/24/2023,10:00:00 AM,33.1,64,0,264,3,490
Foster Weather Station,8/24/2023,9:00:00 AM,30.39,68,0,0,0,364
Oak Street Weather Station,8/24/2023,9:00:00 AM,31.3,71,0,268,3.1,360
Foster Weather Station,8/24/2023,8:00:00 AM,29,75,0,0,0,205
Oak Street Weather Station,8/24/2023,8:00:00 AM,29.8,78,0,289,3.5,165
Foster Weather Station,8/24/2023,7:00:00 AM,28,80,0,0,0,68
Oak Street Weather Station,8/24/2023,7:00:00 AM,29,81,0,252,3.6,35
Foster Weather Station,8/24/2023,6:00:00 AM,27.78,81,0,0,0,7
Oak Street Weather Station,8/24/2023,6:00:00 AM,28.7,83,0,272,4.3,-5
Foster Weather Station,8/24/2023,5:00:00 AM,28.17,81,0,0,0,6
Oak Street Weather Station,8/24/2023,5:00:00 AM,28.9,82,0,212,4.5,-6
Foster Weather Station,8/24/2023,4:00:00 AM,28.56,79,0,0,0,6
Oak Street Weather Station,8/24/2023,4:00:00 AM,29.4,81,0,0,3.5,-6
Foster Weather Station,8/24/2023,2:00:00 AM,30.06,72,0,0,0,5
Oak Street Weather Station,8/24/2023,2:00:00 AM,30.5,74,0,275,2.9,-6
Foster Weather Station,8/24/2023,1:00:00 AM,30.5,70,0,0,0,4
Oak Street Weather Station,8/24/2023,1:00:00 AM,30.9,73,0,281,3.2,-6
Foster Weather Station,8/24/2023,12:00:00 PM,31,69,0,0,0,5
Oak Street Weather Station,8/24/2023,12:00:00 PM,31.2,74,0,286,5.9,-6
Foster Weather Station,8/23/2023,11:00:00 AM,31.17,71,0,0,0,4
Oak Street Weather Station,8/23/2023,11:00:00 AM,31.7,73,0,279,4.4,-6
Foster Weather Station,8/23/2023,10:00:00 AM,31.89,68,0,0,0,5
Oak Street Weather Station,8/23/2023,10:00:00 AM,32.5,71,0,271,7.8,-7
Foster Weather Station,8/23/2023,9:00:00 AM,32.89,62,0,0,0,4
Oak Street Weather Station,8/23/2023,9:00:00 AM,33.1,68,0,308,2.5,-6
Foster Weather Station,8/23/2023,8:00:00 AM,33.5,59,0,0,0,4
Oak Street Weather Station,8/23/2023,8:00:00 AM,33.7,63,0,34,2.9,-7
Foster Weather Station,8/23/2023,7:00:00 AM,34.39,57,0,0,0,70
Oak Street Weather Station,8/23/2023,7:00:00 AM,34.9,59,0,272,6.6,16
Foster Weather Station,8/23/2023,6:00:00 AM,35.28,52,0,0,0,235
Oak Street Weather Station,8/23/2023,6:00:00 AM,35.5,56,0,289,6,49
Foster Weather Station,8/23/2023,5:00:00 AM,36.17,45,0,0,0,386
Oak Street Weather Station,8/23/2023,5:00:00 AM,36.8,49,0,249,4.7,127
Foster Weather Station,8/23/2023,4:00:00 AM,36.5,42,0,0,0,539
Oak Street Weather Station,8/23/2023,4:00:00 AM,37,48,0,153,1.1,468
Foster Weather Station,8/23/2023,3:00:00 AM,36.89,40,0,0,0,654
Oak Street Weather Station,8/23/2023,3:00:00 AM,36.8,46,0,253,7.5,585
Foster Weather Station,8/23/2023,2:00:00 AM,36.06,45,0,0,0,718
Oak Street Weather Station,8/23/2023,2:00:00 AM,36.6,50,0,266,3.4,656
Foster Weather Station,8/23/2023,1:00:00 AM,34.89,53,0,0,0,736
Oak Street Weather Station,8/23/2023,1:00:00 AM,35.7,55,0,338,3.2,690
Foster Weather Station,8/23/2023,12:00:00 PM,33.89,57,0,0,0,546
Oak Street Weather Station,8/23/2023,12:00:00 PM,34.6,60,0,0,1.9,672
Foster Weather Station,8/23/2023,11:00:00 AM,32.5,62,0,0,0,637
Oak Street Weather Station,8/23/2023,11:00:00 AM,33.2,66,0,324,3.7,610
Foster Weather Station,8/23/2023,10:00:00 AM,30.78,69,0,0,0,522
Oak Street Weather Station,8/23/2023,10:00:00 AM,31.2,73,0,326,3.5,505
Foster Weather Station,8/23/2023,9:00:00 AM,29.28,73,0,0,0,368
Oak Street Weather Station,8/23/2023,9:00:00 AM,29.8,76,0,272,2.9,363
Foster Weather Station,8/23/2023,8:00:00 AM,26.89,78,0,0,0,207
Oak Street Weather Station,8/23/2023,8:00:00 AM,27.6,80,0,24,1.4,157
Foster Weather Station,8/23/2023,7:00:00 AM,25.39,83,0,0,0,65
Oak Street Weather Station,8/23/2023,7:00:00 AM,26.7,83,0,279,5,39
Foster Weather Station,8/23/2023,6:00:00 AM,25.06,83,0,0,0,8
Oak Street Weather Station,8/23/2023,6:00:00 AM,26.3,84,0,285,3.5,-3
Oak Street Weather Station,8/23/2023,5:00:00 AM,26.3,84,0,308,3.3,-5
Foster Weather Station,8/23/2023,4:00:00 AM,25.39,80,0,0,0,7
Oak Street Weather Station,8/23/2023,4:00:00 AM,26.2,82,0,285,2.8,-5
Foster Weather Station,8/23/2023,3:00:00 AM,25.5,79,0,0,0,5
Oak Street Weather Station,8/23/2023,3:00:00 AM,26,81,0,328,2.1,-5
Foster Weather Station,8/23/2023,2:00:00 AM,25.89,76,0,0,0,7
Oak Street Weather Station,8/23/2023,2:00:00 AM,26.2,78,0,323,2.3,-5
Foster Weather Station,8/23/2023,1:00:00 AM,26.17,75,0,0,0,4
Oak Street Weather Station,8/23/2023,1:00:00 AM,26.7,78,0,326,2.7,-5
Foster Weather Station,8/23/2023,12:00:00 PM,26.67,75,0,0,0,6
Oak Street Weather Station,8/23/2023,12:00:00 PM,27,79,0,146,1.9,-5
Foster Weather Station,8/22/2023,11:00:00 AM,27,74,0,0,0,5
Oak Street Weather Station,8/22/2023,11:00:00 AM,27.7,77,0,107,2.7,-5
Foster Weather Station,8/22/2023,10:00:00 AM,27.06,73,0,0,0,4
Oak Street Weather Station,8/22/2023,10:00:00 AM,28,76,0,97,2.4,-5
Foster Weather Station,8/22/2023,9:00:00 AM,24.78,82,0,0,0,4
Oak Street Weather Station,8/22/2023,9:00:00 AM,27.3,77,0,134,1.2,-5
Oak Street Weather Station,8/22/2023,8:00:00 AM,26.7,76,0,109,2.7,-5
Foster Weather Station,8/22/2023,7:00:00 AM,24.5,77,0,0,0,56
Oak Street Weather Station,8/22/2023,7:00:00 AM,26.7,72,0,110,3.9,20
Foster Weather Station,8/22/2023,6:00:00 AM,24.56,77,0,0,0,204
Oak Street Weather Station,8/22/2023,6:00:00 AM,25.6,76,0,111,4.3,42
Foster Weather Station,8/22/2023,5:00:00 AM,24.67,75,0,0,0,364
Oak Street Weather Station,8/22/2023,5:00:00 AM,26,73,0,109,4.8,62
Foster Weather Station,8/22/2023,4:00:00 AM,25.56,71,0,0,0,512
Oak Street Weather Station,8/22/2023,4:00:00 AM,24.5,81,0,106,3.7,449
Foster Weather Station,8/22/2023,3:00:00 AM,24.78,73,0,0,0,644
Oak Street Weather Station,8/22/2023,3:00:00 AM,24.4,81,0,102,3.5,582
Foster Weather Station,8/22/2023,2:00:00 AM,24.06,75,0,0,0,719
Oak Street Weather Station,8/22/2023,2:00:00 AM,23.7,85,0,96,3.6,670
Foster Weather Station,8/22/2023,1:00:00 AM,24.17,72,0,0,0,737
Oak Street Weather Station,8/22/2023,1:00:00 AM,23.9,82,0,114,4,702
Foster Weather Station,8/22/2023,12:00:00 PM,23.67,74,0,0,0,707
Oak Street Weather Station,8/22/2023,12:00:00 PM,23.4,85,0,103,3.5,685
Foster Weather Station,8/22/2023,11:00:00 AM,23.39,75,0,0,0,626
Oak Street Weather Station,8/22/2023,11:00:00 AM,23.2,84,0,103,2.8,622
Foster Weather Station,8/22/2023,10:00:00 AM,23.06,76,0,0,0,516
Oak Street Weather Station,8/22/2023,10:00:00 AM,23.2,84,0,111,4.4,517
Foster Weather Station,8/22/2023,9:00:00 AM,22.78,80,0,0,0,359
Oak Street Weather Station,8/22/2023,9:00:00 AM,22.7,86,0,114,4.3,397
Foster Weather Station,8/22/2023,8:00:00 AM,22.56,81,0,0,0,239
Oak Street Weather Station,8/22/2023,8:00:00 AM,22.8,87,0,101,3.8,167
Foster Weather Station,8/22/2023,7:00:00 AM,21.78,84,0,0,0,68
Oak Street Weather Station,8/22/2023,7:00:00 AM,22.6,87,0,109,2.4,45
Foster Weather Station,8/22/2023,6:00:00 AM,21.56,84,0,0,0,4
Oak Street Weather Station,8/22/2023,6:00:00 AM,22.2,87,0,113,4.3,-3
Foster Weather Station,8/22/2023,5:00:00 AM,21.78,84,0,0,0,4
Oak Street Weather Station,8/22/2023,5:00:00 AM,22,87,0,147,1.6,-4
Oak Street Weather Station,8/22/2023,4:00:00 AM,22.2,89,0,118,2.3,-4
Oak Street Weather Station,8/22/2023,3:00:00 AM,22.6,90,0,98,1.8,-4
Oak Street Weather Station,8/22/2023,2:00:00 AM,22.4,89,0,82,1.9,-4
Foster Weather Station,8/22/2023,1:00:00 AM,21.67,84,0,0,0,6
Oak Street Weather Station,8/22/2023,1:00:00 AM,22.2,88,0,64,2.2,-4
Foster Weather Station,8/22/2023,12:00:00 PM,21.39,83,0,0,0,5
Oak Street Weather Station,8/22/2023,12:00:00 PM,21.9,88,0,21,3.2,-4
Foster Weather Station,8/21/2023,11:00:00 AM,21.28,82,0,0,0,4
Oak Street Weather Station,8/21/2023,11:00:00 AM,21.9,87,0,42,3.7,-4
Foster Weather Station,8/21/2023,10:00:00 AM,21.28,80,0,0,0,5
Oak Street Weather Station,8/21/2023,10:00:00 AM,21.8,85,0,16,4.9,-4
Oak Street Weather Station,8/21/2023,9:00:00 AM,21.8,86,0,15,4,-4
Foster Weather Station,8/21/2023,8:00:00 AM,21.28,80,0,0,0,7
Oak Street Weather Station,8/21/2023,8:00:00 AM,21.8,84,0,19,3.7,-3
Oak Street Weather Station,8/21/2023,7:00:00 AM,22,83,0,22,4.1,28
Foster Weather Station,8/21/2023,6:00:00 AM,21.89,73,0,0,0,166
Oak Street Weather Station,8/21/2023,6:00:00 AM,22.1,81,0,18,4,64
Foster Weather Station,8/21/2023,5:00:00 AM,22.17,74,0,0,0,421
Oak Street Weather Station,8/21/2023,5:00:00 AM,22,83,0,24,4.9,109
Foster Weather Station,8/21/2023,4:00:00 AM,22.17,76,0,0,0,570
Oak Street Weather Station,8/21/2023,4:00:00 AM,22.1,85,0,32,5.2,523
Foster Weather Station,8/21/2023,3:00:00 AM,22.06,76,0,0,0,679
Oak Street Weather Station,8/21/2023,3:00:00 AM,22,85,0,29,5.5,365
Foster Weather Station,8/21/2023,2:00:00 AM,22.17,77,0,0,0,750
Oak Street Weather Station,8/21/2023,2:00:00 AM,22.3,84,0,28,5.6,281
Foster Weather Station,8/21/2023,1:00:00 AM,22.39,74,0,0,0,727
Oak Street Weather Station,8/21/2023,1:00:00 AM,22.5,83,0,22,4.2,680
Foster Weather Station,8/21/2023,12:00:00 PM,22.39,74,0,0,0,723
Oak Street Weather Station,8/21/2023,12:00:00 PM,22.7,82,0,40,3.5,682
Foster Weather Station,8/21/2023,11:00:00 AM,22.56,74,0,0,0,379
Oak Street Weather Station,8/21/2023,11:00:00 AM,22.6,82,0,33,4.5,648
Foster Weather Station,8/21/2023,10:00:00 AM,22.17,75,0,0,0,531
Oak Street Weather Station,8/21/2023,10:00:00 AM,22.5,80,0,54,4.6,420
Foster Weather Station,8/21/2023,9:00:00 AM,22.06,76,0,0,0,373
Oak Street Weather Station,8/21/2023,9:00:00 AM,22.5,82,0,44,4.2,409
Foster Weather Station,8/21/2023,8:00:00 AM,21.89,78,0,0,0,215
Oak Street Weather Station,8/21/2023,8:00:00 AM,22.4,83,0,63,4.7,240
Foster Weather Station,8/21/2023,7:00:00 AM,21.78,81,0,0,0,77
Oak Street Weather Station,8/21/2023,7:00:00 AM,22.6,85,0,42,4.1,49
Foster Weather Station,8/21/2023,6:00:00 AM,21.78,81,0,0,0,7
Oak Street Weather Station,8/21/2023,6:00:00 AM,22.6,85,0,25,3.4,-3
Foster Weather Station,8/21/2023,5:00:00 AM,21.89,81,0,0,0,5
Oak Street Weather Station,8/21/2023,5:00:00 AM,22.5,85,0,65,2.7,-4
Foster Weather Station,8/21/2023,4:00:00 AM,22.17,80,0,0,0,6
Oak Street Weather Station,8/21/2023,4:00:00 AM,22.8,84,0,61,1.2,-4
Foster Weather Station,8/21/2023,3:00:00 AM,22.28,79,0,0,0,4
Oak Street Weather Station,8/21/2023,3:00:00 AM,22.8,83,0,83,1.7,-4
Foster Weather Station,8/21/2023,2:00:00 AM,22.5,80,0,0,0,4
Oak Street Weather Station,8/21/2023,2:00:00 AM,23.2,84,0,34,3.2,-4
Foster Weather Station,8/21/2023,1:00:00 AM,22.78,79,0,0,0,3
Oak Street Weather Station,8/21/2023,1:00:00 AM,23.3,84,0,41,2.5,-4
Foster Weather Station,8/21/2023,12:00:00 PM,23.06,75,0,0,0,6
Oak Street Weather Station,8/21/2023,12:00:00 PM,23.4,81,0,12,2,-4
Oak Street Weather Station,8/20/2023,11:00:00 AM,23.5,79,0,42,2.4,-4
Foster Weather Station,8/20/2023,10:00:00 AM,22.89,78,0,0,0,6
Oak Street Weather Station,8/20/2023,10:00:00 AM,23.4,83,0,359,0.8,-4
Foster Weather Station,8/20/2023,9:00:00 AM,22.67,85,0,0,0,4
Oak Street Weather Station,8/20/2023,9:00:00 AM,23.1,92,0,7,2.7,-4
Foster Weather Station,8/20/2023,8:00:00 AM,23,87,0,0,0,4
Oak Street Weather Station,8/20/2023,8:00:00 AM,23.5,92,0,18,4,-4
Foster Weather Station,8/20/2023,7:00:00 AM,23.78,84,0,0,0,20
Oak Street Weather Station,8/20/2023,7:00:00 AM,24.1,89,0,20,2.6,28
Foster Weather Station,8/20/2023,6:00:00 AM,24.78,80,0,0,0,226
Oak Street Weather Station,8/20/2023,6:00:00 AM,24.7,88,0,15,2.2,40
Foster Weather Station,8/20/2023,5:00:00 AM,25.67,78,0,0,0,389
Oak Street Weather Station,8/20/2023,5:00:00 AM,25.4,81,0,56,0.8,56
Foster Weather Station,8/20/2023,4:00:00 AM,25.56,75,0,0,0,524
Oak Street Weather Station,8/20/2023,4:00:00 AM,25.9,82,0,26,2.1,169
Foster Weather Station,8/20/2023,3:00:00 AM,25.28,74,0,0,0,649
Oak Street Weather Station,8/20/2023,3:00:00 AM,26,79,0,64,2,606
Foster Weather Station,8/20/2023,2:00:00 AM,26.06,72,0,0,0,721
Oak Street Weather Station,8/20/2023,2:00:00 AM,26,76,0,101,1.2,685
Foster Weather Station,8/20/2023,1:00:00 AM,26.06,69,0,0,0,824
Oak Street Weather Station,8/20/2023,1:00:00 AM,26.9,72,0,33,2.2,784
Foster Weather Station,8/20/2023,12:00:00 PM,25.78,66,0,0,0,713
Oak Street Weather Station,8/20/2023,12:00:00 PM,26.9,70,0,25,1.2,707
Foster Weather Station,8/20/2023,11:00:00 AM,25.67,70,0,0,0,192
Oak Street Weather Station,8/20/2023,11:00:00 AM,26.6,73,0,104,1.9,639
Foster Weather Station,8/20/2023,10:00:00 AM,25.78,69,0,0,0,518
Oak Street Weather Station,8/20/2023,10:00:00 AM,24.9,77,0,111,1.3,532
Foster Weather Station,8/20/2023,9:00:00 AM,26.5,65,0,0,0,379
Oak Street Weather Station,8/20/2023,9:00:00 AM,26.2,70,0,33,1.8,403
Foster Weather Station,8/20/2023,8:00:00 AM,24.5,68,0,0,0,219
Oak Street Weather Station,8/20/2023,8:00:00 AM,25.2,72,0,239,2.2,241
Foster Weather Station,8/20/2023,7:00:00 AM,23.06,71,0,0,0,79
Oak Street Weather Station,8/20/2023,7:00:00 AM,24.1,75,0,260,6.1,46
Foster Weather Station,8/20/2023,6:00:00 AM,23,71,0,0,0,8
Oak Street Weather Station,8/20/2023,6:00:00 AM,23.9,75,0,257,6.4,-3
Foster Weather Station,8/20/2023,5:00:00 AM,23.06,69,0,0,0,5
Oak Street Weather Station,8/20/2023,5:00:00 AM,23.9,73,0,279,5.4,-4
Foster Weather Station,8/20/2023,4:00:00 AM,23.28,68,0,0,0,6
Oak Street Weather Station,8/20/2023,4:00:00 AM,24,72,0,284,6.1,-5
Foster Weather Station,8/20/2023,3:00:00 AM,23.5,67,0,0,0,6
Oak Street Weather Station,8/20/2023,3:00:00 AM,24.2,70,0,267,6.9,-4
Foster Weather Station,8/20/2023,2:00:00 AM,23.56,65,0,0,0,6
Oak Street Weather Station,8/20/2023,2:00:00 AM,24.6,68,0,291,4.7,-4
Foster Weather Station,8/20/2023,1:00:00 AM,23.78,63,0,0,0,4
Oak Street Weather Station,8/20/2023,1:00:00 AM,24.7,66,0,273,4.5,-5
Foster Weather Station,8/20/2023,12:00:00 PM,24.06,60,0,0,0,6
Oak Street Weather Station,8/20/2023,12:00:00 PM,24.9,64,0,319,3.3,-4
Foster Weather Station,8/19/2023,11:00:00 AM,24.5,58,0,0,0,5
Oak Street Weather Station,8/19/2023,11:00:00 AM,25.1,63,0,0,1.1,-5
Foster Weather Station,8/19/2023,10:00:00 AM,24.89,57,0.03,0,0,5
Oak Street Weather Station,8/19/2023,10:00:00 AM,25.5,61,0,0,1.7,-5
